55
1	4000	2016	6	7	24	0.120000
2	8000	2015	7	12	36	0.180000
3	15000	2014	2	23	48	0.040000
4	1600	2016	3	25	24	0.160000
5	7800	2016	8	27	72	0.070000
6	40000	2013	1	1	86	0.050000
7	23000	2015	12	23	36	0.090000
8	17000	2015	11	22	36	0.200000
9	10000	2014	6	30	54	0.030000
10	2000	2016	3	7	24	0.100000
11	0	0	0	0	0	0.000000
12	0	0	0	0	0	0.000000
13	0	0	0	0	0	0.000000
14	0	0	0	0	0	0.000000
15	0	0	0	0	0	0.000000
16	0	0	0	0	0	0.000000
17	0	0	0	0	0	0.000000
18	0	0	0	0	0	0.000000
19	0	0	0	0	0	0.000000
20	0	0	0	0	0	0.000000
21	0	0	0	0	0	0.000000
22	0	0	0	0	0	0.000000
23	0	0	0	0	0	0.000000
24	0	0	0	0	0	0.000000
25	0	0	0	0	0	0.000000
26	0	0	0	0	0	0.000000
27	0	0	0	0	0	0.000000
28	0	0	0	0	0	0.000000
29	0	0	0	0	0	0.000000
30	0	0	0	0	0	0.000000
31	0	0	0	0	0	0.000000
32	0	0	0	0	0	0.000000
33	0	0	0	0	0	0.000000
34	0	0	0	0	0	0.000000
35	0	0	0	0	0	0.000000
36	0	0	0	0	0	0.000000
37	0	0	0	0	0	0.000000
38	0	0	0	0	0	0.000000
39	0	0	0	0	0	0.000000
40	0	0	0	0	0	0.000000
41	0	0	0	0	0	0.000000
42	0	0	0	0	0	0.000000
43	0	0	0	0	0	0.000000
44	0	0	0	0	0	0.000000
45	0	0	0	0	0	0.000000
46	0	0	0	0	0	0.000000
47	0	0	0	0	0	0.000000
48	0	0	0	0	0	0.000000
49	0	0	0	0	0	0.000000
50	0	0	0	0	0	0.000000
51	2000	2017	4	20	12	0.140000
52	6300	2017	4	20	23	0.030000
53	0	0	0	0	0	0.000000
54	0	0	0	0	0	0.000000
55	0	0	0	0	0	0.000000
